"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.0113440857921328,14742.46,0,0,0.00166354914295416,0,0,0,0,0,0
