"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,1164,116.4,1028,102.8
"2",0.2,1164,232.8,1028,205.6
"3",0.3,1164,349.2,1028,308.4
"4",0.4,1164,465.6,1028,411.2
"5",0.5,1164,582,1028,514
"6",0.6,1164,698.4,1028,616.8
"7",0.7,1164,814.8,1028,719.6
"8",0.8,1164,931.2,1028,822.4
"9",0.9,1164,1047.6,1028,925.2
