"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.0147244819024997,14113,0,0,0.00256796871318852,3691.03713887953,3892,3473.03713887953,3674,0.0458464873015125,0
