"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","1164","116.4","239","YES"
"2","0.2","1164","232.8","239","YES"
"3","0.3","1164","349.2","239","NO"
"4","0.4","1164","465.6","239","NO"
"5","0.5","1164","582","239","NO"
"6","0.6","1164","698.4","239","NO"
"7","0.7","1164","814.8","239","NO"
"8","0.8","1164","931.2","239","NO"
"9","0.9","1164","1047.6","239","NO"
