"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,1164,116.4,946,94.6
"2",0.2,1164,232.8,946,189.2
"3",0.3,1164,349.2,946,283.8
"4",0.4,1164,465.6,946,378.4
"5",0.5,1164,582,946,473
"6",0.6,1164,698.4,946,567.6
"7",0.7,1164,814.8,946,662.2
"8",0.8,1164,931.2,946,756.8
"9",0.9,1164,1047.6,946,851.4
