"","F_state preseason","run_preseason","potential_yield_EEZ_preseason","OFL to ABC_buffer","OFL_preseason","ABC_preseason","Potential_F_EEZ","MFMT"
"1",0.416,1134.559,440.544,0.197,440.544,86.678,0.104,0.467
