"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,965,96.5,836,83.6
"2",0.2,965,193,836,167.2
"3",0.3,965,289.5,836,250.8
"4",0.4,965,386,836,334.4
"5",0.5,965,482.5,836,418
"6",0.6,965,579,836,501.6
"7",0.7,965,675.5,836,585.2
"8",0.8,965,772,836,668.8
"9",0.9,965,868.5,836,752.4
