"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0","282813","0","35799","YES"
"2","0.1","282813","28281.3","35799","YES"
"3","0.2","282813","56562.6","35799","NO"
"4","0.3","282813","84843.9","35799","NO"
"5","0.4","282813","113125.2","35799","NO"
"6","0.5","282813","141406.5","35799","NO"
"7","0.6","282813","169687.8","35799","NO"
"8","0.7","282813","197969.1","35799","NO"
"9","0.8","282813","226250.4","35799","NO"
"10","0.9","282813","254531.7","35799","NO"
