"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,1271050,127105,997827,99782.7
"2",0.2,1271050,254210,997827,199565.4
"3",0.3,1271050,381315,997827,299348.1
"4",0.4,1271050,508420,997827,399130.8
"5",0.5,1271050,635525,997827,498913.5
"6",0.6,1271050,762630,997827,598696.2
"7",0.7,1271050,889735,997827,698478.9
"8",0.8,1271050,1016840,997827,798261.6
"9",0.9,1271050,1143945,997827,898044.3
