"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.0615135404260722,314339.974461723,249339.974461723,230003.809735141,0.339093909236835,788155.105278694,829252.809735141,404569.105278694,445666.809735141,0.458277781894874,169318.243753318
