"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.582947504361081,463796.827213311,398796.827213311,128427.624258724,0.175178617142406,655840.363956927,690038.624258724,382617.363956927,416815.624258724,0.300958108046226,94542.520030162
