"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,1271050,127105,887464,88746.4
"2",0.2,1271050,254210,887464,177492.8
"3",0.3,1271050,381315,887464,266239.2
"4",0.4,1271050,508420,887464,354985.6
"5",0.5,1271050,635525,887464,443732
"6",0.6,1271050,762630,887464,532478.4
"7",0.7,1271050,889735,887464,621224.8
"8",0.8,1271050,1016840,887464,709971.2
"9",0.9,1271050,1143945,887464,798717.6
