"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.321924460441827,1125.36782685107,985.367826851071,623.084396393449,0.13004263586723,2980.0152503289,3151.08439639345,2851.0152503289,3022.08439639345,0.54485284193123,432.577597698333
