"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.416034064756573,1134.55885431428,994.558854314284,522.543722448352,0.120605810329394,2291.97201477722,2423.54372244835,2209.97201477722,2341.54372244835,0.48349431755049,362.77703222457
