"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,129,12.9,0,0
"2",0.2,129,25.8,0,0
"3",0.3,129,38.7,0,0
"4",0.4,129,51.6,0,0
"5",0.5,129,64.5,0,0
"6",0.6,129,77.4,0,0
"7",0.7,129,90.3,0,0
"8",0.8,129,103.2,0,0
"9",0.9,129,116.1,0,0
