"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,560932,56093.2,485127,48512.7
"2",0.2,560932,112186.4,485127,97025.4
"3",0.3,560932,168279.6,485127,145538.1
"4",0.4,560932,224372.8,485127,194050.8
"5",0.5,560932,280466,485127,242563.5
"6",0.6,560932,336559.2,485127,291076.2
"7",0.7,560932,392652.4,485127,339588.9
"8",0.8,560932,448745.6,485127,388101.6
"9",0.9,560932,504838.8,485127,436614.3
