"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,560932,56093.2,441727,44172.7
"2",0.2,560932,112186.4,441727,88345.4
"3",0.3,560932,168279.6,441727,132518.1
"4",0.4,560932,224372.8,441727,176690.8
"5",0.5,560932,280466,441727,220863.5
"6",0.6,560932,336559.2,441727,265036.2
"7",0.7,560932,392652.4,441727,309208.9
"8",0.8,560932,448745.6,441727,353381.6
"9",0.9,560932,504838.8,441727,397554.3
