"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","2237","223.7","406","YES"
"2","0.2","2237","447.4","406","NO"
"3","0.3","2237","671.1","406","NO"
"4","0.4","2237","894.8","406","NO"
"5","0.5","2237","1118.5","406","NO"
"6","0.6","2237","1342.2","406","NO"
"7","0.7","2237","1565.9","406","NO"
"8","0.8","2237","1789.6","406","NO"
"9","0.9","2237","2013.3","406","NO"
"10","1","2237","2237","406","NO"
