"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,6070,607,5180.432,518.0432
"2",0.2,6070,1214,5180.432,1036.0864
"3",0.3,6070,1821,5180.432,1554.1296
"4",0.4,6070,2428,5180.432,2072.1728
"5",0.5,6070,3035,5180.432,2590.216
"6",0.6,6070,3642,5180.432,3108.2592
"7",0.7,6070,4249,5180.432,3626.3024
"8",0.8,6070,4856,5180.432,4144.3456
"9",0.9,6070,5463,5180.432,4662.3888
