"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.421699901072516,3039.14540082631,2289.14540082631,1007.53808595286,0.121227456027899,5089.10735280499,5414.28608595286,4199.53935280499,4524.71808595286,0.345979665168615,681.455402180299
