"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.393560021327886,3485.80606329356,2735.80606329356,1363.93215467887,0.147215092605899,5931.99849352638,6522.94055467887,4876.30249352638,5467.24455467887,0.396868955241293,652.454372110215
