"","F_state preseason","run_preseason","potential_yield_EEZ_preseason","OFL to ABC_buffer","OFL_preseason","ABC_preseason","Potential_F_EEZ","MFMT"
"1",0.5,3383.54,479.77,0.268,479.77,128.752,0.091,0.205
