"","F_state preseason","run_preseason","potential_yield_EEZ_preseason","OFL to ABC_buffer","OFL_preseason","ABC_preseason","Potential_F_EEZ","MFMT"
"1",0.583,463796.827,128427.624,0.736,128427.624,94542.52,0.175,0.301
