"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","-Inf","-Inf","49597","YES"
"2","0.2","-Inf","-Inf","49597","YES"
"3","0.3","-Inf","-Inf","49597","YES"
"4","0.4","-Inf","-Inf","49597","YES"
"5","0.5","-Inf","-Inf","49597","YES"
"6","0.6","-Inf","-Inf","49597","YES"
"7","0.7","-Inf","-Inf","49597","YES"
"8","0.8","-Inf","-Inf","49597","YES"
"9","0.9","-Inf","-Inf","49597","YES"
"10","1","-Inf","-Inf","49597","YES"
