"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,116348,11634.8,58174,5817.4
"2",0.2,116348,23269.6,58174,11634.8
"3",0.3,116348,34904.4,58174,17452.2
"4",0.4,116348,46539.2,58174,23269.6
"5",0.5,116348,58174,58174,29087
"6",0.6,116348,69808.8,58174,34904.4
"7",0.7,116348,81443.6,58174,40721.8
"8",0.8,116348,93078.4,58174,46539.2
"9",0.9,116348,104713.2,58174,52356.6
"10",1,116348,116348,58174,58174
