"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,150023,15002.3,150023,15002.3
"2",0.2,150023,30004.6,150023,30004.6
"3",0.3,150023,45006.9,150023,45006.9
"4",0.4,150023,60009.2,150023,60009.2
"5",0.5,150023,75011.5,150023,75011.5
"6",0.6,150023,90013.8,150023,90013.8
"7",0.7,150023,105016.1,150023,105016.1
"8",0.8,150023,120018.4,150023,120018.4
"9",0.9,150023,135020.7,150023,135020.7
