"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","150023","15002.3","29611","YES"
"2","0.2","150023","30004.6","29611","NO"
"3","0.3","150023","45006.9","29611","NO"
"4","0.4","150023","60009.2","29611","NO"
"5","0.5","150023","75011.5","29611","NO"
"6","0.6","150023","90013.8","29611","NO"
"7","0.7","150023","105016.1","29611","NO"
"8","0.8","150023","120018.4","29611","NO"
"9","0.9","150023","135020.7","29611","NO"
