"","F_state preseason","run_preseason","potential_yield_EEZ_preseason","OFL to ABC_buffer","OFL_preseason","ABC_preseason","Potential_F_EEZ","MFMT"
"1",0.796,285430.104,39050.095,0.1,39050.095,3905.009,0.095,0.07
