"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","439384","43938.4","83317","YES"
"2","0.2","439384","87876.8","83317","NO"
"3","0.3","439384","131815.2","83317","NO"
"4","0.4","439384","175753.6","83317","NO"
"5","0.5","439384","219692","83317","NO"
"6","0.6","439384","263630.4","83317","NO"
"7","0.7","439384","307568.8","83317","NO"
"8","0.8","439384","351507.2","83317","NO"
"9","0.9","439384","395445.6","83317","NO"
