"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,268053,26805.3,67013.25,6701.325
"2",0.2,268053,53610.6,67013.25,13402.65
"3",0.3,268053,80415.9,67013.25,20103.975
"4",0.4,268053,107221.2,67013.25,26805.3
"5",0.5,268053,134026.5,67013.25,33506.625
"6",0.6,268053,160831.8,67013.25,40207.95
"7",0.7,268053,187637.1,67013.25,46909.275
"8",0.8,268053,214442.4,67013.25,53610.6
"9",0.9,268053,241247.7,67013.25,60311.925
"10",1,268053,268053,67013.25,67013.25
