"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,439384,43938.4,380705,38070.5
"2",0.2,439384,87876.8,380705,76141
"3",0.3,439384,131815.2,380705,114211.5
"4",0.4,439384,175753.6,380705,152282
"5",0.5,439384,219692,380705,190352.5
"6",0.6,439384,263630.4,380705,228423
"7",0.7,439384,307568.8,380705,266493.5
"8",0.8,439384,351507.2,380705,304564
"9",0.9,439384,395445.6,380705,342634.5
