"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.795571336504489,285430.103928899,266130.103928899,39050.0946675696,0.0948418154238169,58970.4021545567,72492.0946675696,291.402154556716,13813.0946675696,0.0703504098296839,5990.71787041223
