"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT","alt_ACL"
"1",0.798094187063064,253079.981245712,233779.981245712,31798.31935148,0.117709791703444,61922.6804698801,76121.31935148,0,0,0.078948661891219,4878.21506220799
