"","buffer","OFL","ABC","Cumulative catch","ABC exceeded"
"1","0.1","74764","7476.4","24037","YES"
"2","0.2","74764","14952.8","24037","YES"
"3","0.3","74764","22429.2","24037","YES"
"4","0.4","74764","29905.6","24037","NO"
"5","0.5","74764","37382","24037","NO"
"6","0.6","74764","44858.4","24037","NO"
"7","0.7","74764","52334.8","24037","NO"
"8","0.8","74764","59811.2","24037","NO"
"9","0.9","74764","67287.6","24037","NO"
