"","buffer","OFL","ABC","Preseason OFL","Preseason ABC"
"1",0.1,390030,39003,97507.5,9750.75
"2",0.2,390030,78006,97507.5,19501.5
"3",0.3,390030,117009,97507.5,29252.25
"4",0.4,390030,156012,97507.5,39003
"5",0.5,390030,195015,97507.5,48753.75
"6",0.6,390030,234018,97507.5,58504.5
"7",0.7,390030,273021,97507.5,68255.25
"8",0.8,390030,312024,97507.5,78006
"9",0.9,390030,351027,97507.5,87756.75
"10",1,390030,390030,97507.5,97507.5
