"","F_state preseason","run_preseason","potential_yield_EEZ_preseason","OFL to ABC_buffer","OFL_preseason","ABC_preseason","Potential_F_EEZ","MFMT"
"1",0.015,14606.024,890.958,0.1,890.958,89.096,0.013,0.056
